;;;;hsa04917; ; ;hsa04610; ; ;hsa04145; ; ;hsa04380; ; ;hsa04666; ; ;hsa04340; ; ;hsa03050; ; ;hsa04621; ; ;hsa04152; ; ;hsa04066; ; ;hsa05100; ; ;hsa04650; ; ;hsa04662; ; ;hsa04060; ; ;hsa04120; ; ;hsa04330; ; ;hsa04151; ; ;hsa04520; ; ;hsa04660; ; ;hsa04110; ; ;hsa04068; ; ;hsa04530; ; ;hsa04210; ; ;hsa04640; ; ;hsa04140; ; ;hsa04510; ; ;hsa04150; ; ;hsa04144; ; ;hsa04014; ; ;hsa04350; ; ;hsa04062; ; ;hsa04630; ; ;hsa04620; ; ;hsa04310; ; ;hsa04010; ; ;hsa04810; ; ;hsa04612; ; ;hsa04064; ; ;hsa04722; ; 
mirnaname;type;hostgene;Link to target;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget
"hsa-mir-24-2";"inter";"LOC284454";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-24-2/";"0";"27";"3";"0";"26";"2";"0";"21";"2";"0";"37";"5";"0";"20";"2";"0";"6";"2";"0";"10";"2";"0";"15";"4";"0";"30";"4";"0";"34";"2";"0";"18";"2";"0";"31";"3";"0";"20";"2";"0";"81";"5";"0";"29";"4";"0";"11";"1";"0";"41";"6";"0";"22";"2";"0";"33";"5";"0";"49";"9";"0";"37";"5";"0";"19";"3";"0";"32";"3";"0";"25";"3";"0";"12";"2";"0";"33";"2";"0";"24";"3";"0";"32";"3";"0";"30";"2";"0";"24";"5";"0";"19";"2";"0";"24";"3";"0";"33";"4";"0";"35";"3";"0";"64";"7";"0";"31";"2";"0";"12";"2";"0";"39";"3";"0";"35";"4"
"hsa-mir-25";"intra";"MCM7";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-25/";"0";"21";"2";"0";"21";"0";"0";"18";"0";"0";"20";"0";"0";"12";"0";"0";"10";"0";"0";"10";"0";"0";"17";"1";"0";"20";"2";"0";"28";"2";"0";"18";"0";"0";"18";"1";"0";"14";"1";"0";"47";"1";"0";"30";"1";"0";"14";"0";"0";"37";"4";"0";"26";"0";"0";"18";"1";"1";"39";"3";"0";"35";"3";"0";"19";"0";"0";"24";"2";"0";"20";"0";"0";"7";"0";"0";"25";"2";"0";"20";"0";"0";"28";"1";"0";"20";"1";"0";"17";"1";"0";"17";"1";"0";"19";"2";"0";"15";"0";"0";"25";"3";"0";"39";"2";"0";"25";"1";"0";"14";"0";"0";"26";"1";"0";"25";"2"
"hsa-mir-26a-1";"intra";"CTDSPL";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-26a-1/";"0";"21";"3";"0";"24";"1";"0";"20";"1";"0";"16";"2";"0";"12";"1";"0";"8";"2";"0";"5";"1";"0";"11";"1";"0";"27";"2";"0";"34";"1";"0";"13";"1";"0";"24";"1";"0";"15";"2";"0";"48";"3";"0";"40";"1";"0";"7";"0";"0";"43";"4";"0";"25";"2";"0";"25";"2";"0";"49";"6";"0";"42";"3";"0";"18";"2";"0";"27";"1";"0";"22";"1";"0";"11";"1";"0";"20";"3";"0";"20";"2";"0";"32";"1";"0";"24";"1";"0";"22";"4";"0";"14";"1";"0";"24";"2";"0";"16";"2";"0";"33";"4";"0";"44";"3";"0";"22";"1";"0";"11";"0";"0";"29";"1";"0";"29";"2"
"hsa-mir-26b";"intra";"CTDSP1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-26b/";"0";"32";"0";"0";"22";"0";"0";"24";"0";"0";"26";"0";"0";"16";"0";"0";"9";"0";"0";"8";"0";"0";"19";"0";"0";"32";"0";"0";"39";"0";"0";"19";"0";"0";"33";"0";"0";"16";"0";"0";"77";"0";"0";"39";"0";"0";"14";"0";"0";"43";"0";"0";"31";"0";"0";"30";"0";"0";"52";"0";"0";"45";"0";"0";"22";"0";"0";"30";"0";"0";"30";"0";"0";"12";"0";"0";"27";"0";"0";"28";"0";"0";"40";"0";"0";"24";"0";"0";"26";"0";"0";"20";"0";"0";"28";"0";"0";"25";"0";"0";"38";"0";"0";"50";"0";"0";"26";"0";"0";"16";"0";"0";"36";"1";"0";"34";"0"
"hsa-mir-27a";"inter";"LOC284454";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-27a/";"0";"24";"2";"0";"20";"0";"0";"18";"0";"0";"29";"0";"0";"19";"0";"0";"6";"0";"0";"7";"0";"0";"17";"0";"0";"33";"1";"0";"38";"0";"0";"19";"0";"0";"23";"0";"0";"19";"0";"0";"76";"1";"0";"29";"0";"0";"11";"0";"0";"46";"0";"0";"29";"0";"0";"34";"0";"0";"39";"0";"0";"40";"0";"0";"17";"0";"0";"26";"0";"0";"24";"0";"0";"5";"0";"0";"28";"0";"0";"20";"0";"0";"35";"0";"0";"31";"0";"0";"24";"0";"0";"21";"0";"0";"19";"0";"0";"29";"0";"0";"28";"0";"0";"57";"0";"0";"32";"0";"0";"11";"0";"0";"33";"0";"0";"38";"0"
"hsa-mir-28";"intra";"LPP";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-28/";"0";"19";"0";"0";"18";"0";"0";"16";"0";"0";"22";"0";"0";"13";"0";"0";"10";"0";"0";"9";"0";"0";"13";"0";"0";"22";"0";"0";"23";"1";"0";"9";"0";"0";"17";"0";"0";"14";"0";"0";"53";"0";"0";"24";"0";"0";"11";"0";"0";"30";"1";"0";"23";"0";"0";"19";"0";"0";"40";"1";"0";"30";"1";"0";"19";"0";"0";"21";"0";"0";"26";"0";"0";"9";"0";"0";"19";"0";"0";"18";"0";"0";"26";"0";"0";"16";"0";"0";"19";"0";"0";"19";"0";"0";"18";"1";"0";"20";"0";"0";"19";"0";"0";"34";"0";"0";"26";"0";"0";"10";"0";"0";"25";"0";"0";"28";"0"
"hsa-mir-29a";"inter";"LOC646329";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-29a/";"0";"35";"0";"0";"29";"1";"0";"26";"0";"0";"37";"0";"0";"25";"0";"0";"12";"0";"0";"13";"0";"0";"22";"0";"0";"44";"0";"0";"50";"1";"0";"27";"0";"0";"30";"0";"0";"29";"0";"0";"89";"1";"0";"46";"0";"0";"15";"0";"0";"60";"3";"0";"32";"0";"0";"40";"0";"0";"51";"0";"0";"49";"0";"0";"31";"0";"0";"35";"1";"0";"29";"0";"0";"12";"0";"0";"40";"2";"0";"30";"0";"0";"40";"0";"0";"40";"0";"0";"26";"0";"0";"26";"0";"0";"27";"2";"0";"32";"0";"0";"37";"1";"0";"61";"0";"0";"39";"1";"0";"20";"0";"0";"42";"1";"0";"43";"1"
"hsa-mir-30a";"inter";"LINC00472";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-30a/";"0";"31";"1";"0";"31";"1";"0";"26";"3";"0";"33";"3";"0";"23";"1";"0";"11";"0";"0";"15";"1";"0";"22";"2";"0";"33";"1";"0";"47";"1";"0";"24";"1";"0";"37";"3";"0";"27";"1";"0";"89";"4";"0";"54";"0";"0";"13";"1";"0";"57";"2";"0";"32";"1";"0";"36";"3";"0";"62";"1";"0";"51";"1";"0";"29";"0";"0";"33";"3";"0";"37";"3";"0";"17";"2";"0";"34";"2";"0";"32";"2";"0";"48";"0";"0";"39";"0";"0";"34";"3";"0";"21";"0";"0";"32";"1";"0";"27";"2";"0";"41";"4";"0";"63";"5";"0";"31";"0";"0";"19";"2";"0";"43";"2";"0";"43";"2"
"hsa-mir-31";"inter";"IFNE";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-31/";"0";"22";"3";"0";"16";"2";"0";"25";"3";"0";"23";"3";"0";"17";"4";"0";"9";"2";"0";"9";"3";"0";"12";"4";"0";"22";"3";"0";"30";"3";"0";"20";"6";"0";"23";"4";"0";"19";"3";"0";"55";"5";"0";"31";"3";"0";"13";"4";"0";"26";"3";"0";"21";"4";"0";"26";"5";"0";"35";"4";"0";"24";"3";"0";"24";"4";"0";"21";"4";"0";"21";"3";"0";"9";"3";"0";"22";"4";"0";"18";"4";"0";"36";"5";"0";"21";"6";"0";"18";"5";"0";"23";"5";"0";"13";"3";"0";"24";"3";"0";"23";"5";"0";"37";"4";"0";"26";"5";"0";"13";"4";"0";"32";"6";"0";"31";"4"
"hsa-mir-33a";"intra";"SREBF2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-33a/";"0";"33";"0";"0";"32";"0";"0";"24";"0";"0";"35";"0";"0";"20";"0";"0";"12";"0";"0";"12";"0";"0";"23";"0";"0";"38";"0";"0";"46";"0";"0";"24";"0";"0";"32";"0";"0";"27";"0";"0";"100";"0";"0";"51";"0";"0";"10";"0";"0";"46";"0";"0";"45";"0";"0";"37";"0";"0";"53";"0";"0";"59";"0";"0";"33";"0";"1";"33";"0";"0";"31";"0";"0";"12";"0";"0";"36";"0";"0";"32";"0";"0";"42";"0";"0";"35";"0";"0";"27";"0";"0";"23";"0";"0";"28";"0";"0";"35";"0";"0";"39";"0";"0";"65";"0";"0";"39";"0";"0";"19";"0";"0";"36";"0";"0";"46";"0"
"hsa-mir-92a-1";"inter";"GPC5";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-92a-1/";"0";"32";"1";"0";"25";"1";"0";"22";"1";"0";"27";"1";"0";"19";"0";"0";"14";"0";"0";"12";"0";"0";"18";"0";"0";"31";"1";"0";"38";"1";"0";"22";"1";"0";"24";"0";"0";"18";"0";"0";"68";"4";"0";"34";"0";"0";"19";"1";"0";"46";"1";"0";"33";"1";"0";"23";"0";"0";"48";"3";"0";"47";"2";"0";"26";"0";"0";"29";"0";"0";"24";"1";"0";"12";"0";"0";"37";"1";"0";"26";"0";"0";"34";"0";"0";"23";"1";"0";"22";"4";"0";"20";"0";"0";"22";"1";"0";"23";"0";"0";"34";"1";"0";"51";"1";"0";"33";"0";"0";"16";"0";"0";"32";"0";"0";"35";"0"
"hsa-mir-92a-2";"inter";"CCDC160";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-92a-2/";"0";"40";"1";"0";"36";"1";"0";"30";"1";"0";"37";"1";"0";"25";"0";"0";"18";"0";"0";"15";"0";"0";"26";"0";"0";"41";"1";"0";"52";"1";"0";"31";"1";"0";"39";"0";"0";"29";"0";"0";"106";"3";"0";"43";"0";"0";"17";"1";"0";"67";"1";"0";"39";"1";"0";"40";"0";"0";"69";"3";"0";"64";"2";"0";"30";"0";"0";"38";"0";"0";"32";"1";"0";"12";"0";"0";"56";"1";"0";"31";"0";"0";"45";"0";"0";"41";"1";"0";"32";"3";"0";"32";"0";"0";"34";"1";"0";"33";"0";"0";"45";"1";"0";"77";"1";"0";"54";"0";"0";"21";"0";"0";"49";"0";"0";"49";"0"
"hsa-mir-93";"intra";"MCM7";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-93/";"0";"36";"1";"0";"29";"0";"0";"24";"0";"0";"41";"1";"0";"24";"0";"0";"11";"1";"0";"11";"0";"0";"27";"0";"0";"32";"1";"0";"51";"3";"0";"17";"0";"0";"40";"1";"0";"28";"1";"0";"101";"2";"0";"50";"1";"0";"11";"0";"0";"62";"2";"0";"30";"1";"0";"43";"2";"1";"66";"3";"0";"58";"2";"0";"27";"0";"0";"37";"1";"0";"24";"0";"0";"14";"0";"0";"43";"1";"0";"30";"1";"0";"48";"1";"0";"36";"1";"0";"30";"1";"0";"28";"1";"0";"28";"2";"0";"36";"0";"0";"36";"1";"0";"70";"1";"0";"36";"1";"0";"15";"1";"0";"45";"1";"0";"52";"1"
"hsa-mir-95";"intra";"ABLIM2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-95/";"0";"4";"0";"0";"3";"0";"0";"3";"0";"0";"2";"0";"0";"4";"0";"0";"3";"0";"0";"2";"0";"0";"2";"0";"0";"5";"0";"0";"3";"0";"0";"3";"0";"0";"4";"0";"0";"2";"0";"0";"7";"0";"0";"3";"0";"0";"2";"0";"0";"6";"0";"0";"5";"0";"0";"5";"0";"0";"7";"0";"0";"8";"0";"0";"3";"0";"0";"3";"0";"0";"3";"0";"0";"2";"0";"0";"4";"0";"0";"3";"0";"0";"6";"0";"0";"5";"0";"0";"3";"0";"0";"2";"0";"0";"5";"0";"0";"3";"0";"0";"4";"0";"0";"3";"0";"0";"3";"0";"0";"3";"0";"0";"3";"0";"0";"5";"0"
"hsa-mir-96";"inter";"NRF1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-96/";"0";"26";"2";"0";"22";"0";"0";"22";"0";"0";"32";"0";"0";"19";"0";"0";"11";"0";"0";"7";"0";"0";"16";"0";"0";"29";"1";"0";"34";"1";"0";"22";"0";"0";"28";"0";"0";"24";"0";"0";"51";"1";"0";"28";"0";"0";"10";"0";"0";"48";"2";"0";"26";"0";"0";"27";"0";"0";"38";"1";"0";"38";"2";"0";"23";"0";"0";"22";"0";"0";"20";"0";"0";"9";"0";"0";"29";"0";"0";"24";"0";"0";"37";"0";"0";"32";"0";"0";"18";"0";"0";"22";"1";"0";"23";"1";"0";"30";"0";"0";"24";"0";"0";"45";"1";"0";"34";"0";"0";"12";"0";"0";"31";"0";"0";"35";"1"
"hsa-mir-98";"intra";"HUWE1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-98/";"0";"16";"3";"0";"9";"1";"0";"5";"1";"0";"14";"2";"0";"6";"1";"0";"2";"2";"0";"1";"1";"0";"11";"2";"0";"15";"2";"0";"17";"2";"0";"4";"1";"0";"14";"2";"0";"12";"2";"0";"46";"3";"1";"17";"3";"0";"4";"0";"0";"24";"4";"0";"15";"2";"0";"19";"2";"0";"25";"4";"0";"28";"2";"0";"10";"1";"0";"19";"2";"0";"10";"1";"0";"5";"1";"0";"15";"2";"0";"10";"1";"0";"17";"2";"0";"13";"2";"0";"13";"4";"0";"11";"2";"0";"11";"4";"0";"17";"2";"0";"15";"3";"0";"31";"4";"0";"15";"2";"0";"3";"1";"0";"17";"2";"0";"19";"3"
"hsa-mir-99a";"inter";"LINC00478";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-99a/";"0";"8";"0";"0";"7";"1";"0";"5";"0";"0";"5";"0";"0";"3";"0";"0";"3";"0";"0";"1";"0";"0";"3";"0";"0";"6";"0";"0";"9";"1";"0";"2";"0";"0";"6";"0";"0";"7";"0";"0";"10";"0";"0";"8";"0";"0";"2";"0";"0";"10";"0";"0";"3";"0";"0";"11";"0";"0";"8";"0";"0";"8";"0";"0";"2";"0";"0";"8";"0";"0";"8";"0";"0";"2";"0";"0";"4";"0";"0";"8";"0";"0";"3";"0";"0";"5";"0";"0";"4";"0";"0";"8";"0";"0";"7";"0";"0";"4";"0";"0";"7";"0";"0";"9";"0";"0";"2";"0";"0";"5";"0";"0";"7";"0";"0";"8";"0"
"hsa-mir-101-1";"inter";"AK4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-101-1/";"0";"24";"1";"0";"21";"0";"0";"18";"0";"0";"25";"2";"0";"22";"0";"0";"10";"0";"0";"10";"0";"0";"15";"1";"0";"28";"0";"0";"33";"1";"0";"18";"0";"0";"18";"0";"0";"21";"1";"0";"54";"2";"0";"32";"1";"0";"15";"0";"0";"44";"2";"0";"31";"1";"0";"26";"2";"0";"43";"3";"0";"39";"2";"0";"25";"1";"0";"25";"3";"0";"19";"1";"0";"8";"0";"0";"31";"1";"0";"23";"0";"0";"34";"0";"0";"33";"0";"0";"24";"0";"0";"22";"0";"0";"19";"1";"0";"24";"2";"0";"29";"1";"0";"46";"3";"0";"29";"1";"0";"11";"0";"0";"28";"3";"0";"31";"1"
"hsa-mir-29b-1";"inter";"LOC646329";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-29b-1/";"0";"31";"3";"0";"24";"3";"0";"23";"2";"0";"31";"2";"0";"17";"1";"0";"9";"1";"0";"11";"1";"0";"20";"2";"0";"45";"2";"0";"41";"4";"0";"18";"2";"0";"24";"2";"0";"20";"2";"0";"88";"3";"0";"37";"1";"0";"14";"2";"0";"50";"4";"0";"30";"2";"0";"28";"2";"0";"56";"2";"0";"43";"2";"0";"28";"1";"0";"30";"3";"0";"25";"2";"0";"13";"1";"0";"33";"3";"0";"26";"3";"0";"44";"2";"0";"28";"2";"0";"28";"3";"0";"20";"1";"0";"22";"4";"0";"27";"2";"0";"34";"2";"0";"47";"2";"0";"32";"2";"0";"20";"2";"0";"37";"3";"0";"37";"3"
"hsa-mir-29b-2";"inter";"CD46";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-29b-2/";"0";"34";"3";"0";"22";"3";"0";"22";"2";"0";"32";"2";"0";"20";"1";"0";"10";"1";"0";"13";"1";"0";"27";"2";"0";"41";"2";"0";"44";"4";"0";"20";"2";"0";"32";"2";"0";"25";"2";"0";"89";"3";"0";"39";"1";"0";"16";"2";"0";"57";"4";"0";"30";"2";"0";"37";"2";"0";"52";"2";"0";"48";"2";"0";"28";"1";"0";"35";"3";"0";"27";"2";"0";"13";"1";"0";"38";"3";"0";"28";"3";"0";"41";"2";"0";"35";"2";"0";"28";"3";"0";"24";"1";"0";"27";"4";"0";"31";"2";"0";"32";"2";"0";"58";"2";"0";"35";"2";"0";"20";"2";"0";"44";"3";"0";"47";"3"
"hsa-mir-103a-2";"intra";"PANK2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-103a-2/";"0";"27";"1";"0";"24";"1";"0";"20";"1";"0";"28";"2";"0";"24";"1";"0";"10";"1";"0";"12";"1";"0";"14";"1";"0";"33";"1";"0";"35";"1";"0";"14";"1";"0";"28";"1";"0";"24";"1";"0";"83";"1";"0";"42";"1";"0";"9";"1";"0";"45";"2";"0";"23";"1";"0";"29";"1";"0";"47";"3";"0";"37";"2";"0";"26";"1";"0";"24";"1";"0";"24";"1";"0";"8";"1";"0";"34";"1";"0";"26";"1";"0";"35";"1";"0";"35";"1";"0";"26";"1";"0";"24";"1";"0";"27";"1";"0";"26";"1";"0";"29";"1";"0";"56";"1";"0";"34";"1";"0";"11";"2";"0";"32";"1";"0";"37";"1"
"hsa-mir-103a-1";"intra";"PANK3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-103a-1/";"0";"17";"1";"0";"10";"1";"0";"12";"1";"0";"17";"2";"0";"18";"1";"0";"8";"1";"0";"8";"1";"0";"9";"1";"0";"19";"1";"0";"24";"1";"0";"10";"1";"0";"18";"1";"0";"14";"1";"0";"45";"1";"0";"27";"1";"0";"7";"1";"0";"31";"2";"0";"13";"1";"0";"19";"1";"0";"33";"3";"0";"23";"2";"0";"13";"1";"0";"15";"1";"0";"16";"1";"0";"3";"1";"0";"22";"1";"0";"19";"1";"0";"20";"1";"0";"20";"1";"0";"14";"1";"0";"15";"1";"0";"17";"1";"0";"18";"1";"0";"19";"1";"0";"33";"1";"0";"22";"1";"0";"8";"2";"0";"19";"1";"0";"24";"1"
"hsa-mir-105-1";"intra";"GABRA3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-105-1/";"0";"17";"0";"0";"16";"0";"0";"17";"1";"0";"18";"0";"0";"12";"0";"0";"3";"0";"0";"5";"0";"0";"13";"0";"0";"20";"0";"0";"32";"0";"0";"14";"0";"0";"25";"0";"0";"21";"0";"0";"54";"0";"0";"25";"0";"0";"8";"0";"0";"36";"1";"0";"23";"0";"0";"25";"0";"0";"37";"0";"0";"34";"0";"0";"18";"0";"0";"22";"0";"0";"18";"0";"0";"3";"0";"0";"26";"0";"0";"18";"0";"0";"26";"0";"0";"18";"0";"0";"16";"0";"0";"15";"0";"0";"16";"0";"0";"18";"1";"0";"26";"0";"0";"41";"0";"0";"26";"0";"0";"11";"0";"0";"31";"0";"0";"28";"0"
"hsa-mir-105-2";"intra";"GABRA3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-105-2/";"0";"17";"0";"0";"16";"0";"0";"17";"1";"0";"18";"0";"0";"12";"0";"0";"3";"0";"0";"5";"0";"0";"13";"0";"0";"20";"0";"0";"32";"0";"0";"14";"0";"0";"25";"0";"0";"21";"0";"0";"54";"0";"0";"25";"0";"0";"8";"0";"0";"36";"1";"0";"23";"0";"0";"25";"0";"0";"37";"0";"0";"34";"0";"0";"18";"0";"0";"22";"0";"0";"18";"0";"0";"3";"0";"0";"26";"0";"0";"18";"0";"0";"26";"0";"0";"18";"0";"0";"16";"0";"0";"15";"0";"0";"16";"0";"0";"18";"1";"0";"26";"0";"0";"41";"0";"0";"26";"0";"0";"11";"0";"0";"31";"0";"0";"28";"0"
"hsa-mir-106a";"inter";"CCDC160";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-106a/";"0";"35";"1";"0";"26";"0";"0";"27";"0";"0";"37";"1";"0";"26";"0";"0";"12";"1";"0";"10";"0";"0";"25";"0";"0";"31";"1";"0";"44";"3";"0";"19";"0";"0";"32";"1";"0";"25";"2";"0";"95";"3";"0";"45";"1";"0";"14";"0";"0";"51";"2";"0";"39";"1";"0";"37";"2";"0";"60";"4";"0";"53";"3";"0";"31";"0";"0";"36";"1";"0";"29";"0";"0";"15";"0";"0";"33";"1";"0";"27";"1";"0";"39";"1";"0";"31";"1";"0";"32";"1";"0";"28";"2";"0";"28";"2";"0";"36";"0";"0";"32";"1";"0";"60";"1";"0";"36";"1";"0";"18";"1";"0";"40";"2";"0";"45";"1"
"hsa-mir-107";"intra";"PANK1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-107/";"0";"18";"1";"0";"11";"1";"0";"13";"1";"0";"18";"1";"0";"19";"1";"0";"8";"0";"0";"9";"1";"0";"9";"0";"0";"20";"1";"0";"26";"4";"0";"11";"1";"0";"19";"1";"0";"15";"1";"0";"46";"3";"0";"28";"1";"0";"7";"0";"0";"31";"3";"0";"14";"1";"0";"20";"1";"0";"33";"2";"0";"23";"1";"0";"13";"0";"0";"16";"1";"0";"17";"1";"0";"3";"0";"0";"23";"1";"0";"21";"3";"0";"21";"1";"0";"21";"1";"0";"14";"0";"0";"16";"1";"0";"18";"1";"0";"19";"2";"0";"20";"1";"0";"34";"1";"0";"23";"1";"0";"9";"1";"0";"19";"1";"0";"25";"1"
"hsa-mir-16-2";"intra";"SMC4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-16-2/";"0";"39";"2";"0";"34";"2";"0";"28";"1";"0";"37";"2";"0";"21";"0";"0";"11";"0";"0";"14";"0";"0";"23";"2";"0";"42";"2";"0";"53";"6";"0";"22";"0";"0";"28";"1";"0";"25";"2";"0";"110";"6";"0";"53";"4";"0";"10";"0";"0";"63";"9";"0";"36";"1";"0";"41";"2";"0";"70";"6";"0";"54";"4";"0";"28";"0";"0";"32";"4";"0";"37";"0";"0";"16";"0";"0";"38";"4";"0";"34";"2";"0";"44";"3";"0";"41";"3";"0";"31";"2";"0";"33";"2";"0";"33";"3";"0";"39";"2";"0";"40";"3";"0";"67";"6";"0";"44";"3";"0";"18";"1";"0";"37";"5";"0";"51";"4"
"hsa-mir-192";"inter";"ATG2A";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-192/";"0";"13";"1";"0";"13";"1";"0";"9";"1";"0";"11";"1";"0";"8";"0";"0";"5";"0";"0";"5";"0";"0";"12";"0";"0";"16";"1";"0";"16";"2";"0";"9";"1";"0";"11";"0";"0";"11";"1";"0";"38";"1";"0";"24";"4";"0";"2";"0";"0";"26";"5";"0";"13";"0";"0";"13";"0";"0";"35";"3";"0";"20";"3";"0";"12";"0";"0";"17";"1";"0";"13";"1";"0";"7";"1";"0";"16";"2";"0";"16";"1";"0";"29";"1";"0";"11";"1";"0";"11";"0";"0";"10";"0";"0";"11";"3";"0";"14";"0";"0";"14";"1";"0";"31";"2";"0";"13";"2";"0";"6";"0";"0";"23";"1";"0";"24";"4"
"hsa-mir-196a-1";"inter";"HOXB9";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-196a-1/";"0";"11";"0";"0";"8";"0";"0";"5";"0";"0";"10";"0";"0";"8";"0";"0";"3";"0";"0";"4";"0";"0";"7";"0";"0";"6";"0";"0";"11";"1";"0";"5";"0";"0";"7";"0";"0";"6";"0";"0";"28";"0";"0";"14";"0";"0";"4";"0";"0";"10";"1";"0";"7";"0";"0";"10";"0";"0";"16";"2";"0";"11";"1";"0";"6";"0";"0";"8";"0";"0";"7";"0";"0";"4";"0";"0";"8";"0";"0";"8";"0";"0";"11";"0";"0";"15";"0";"0";"13";"0";"0";"10";"0";"0";"6";"0";"0";"9";"0";"0";"4";"0";"0";"18";"0";"0";"8";"0";"0";"4";"0";"0";"8";"0";"0";"10";"0"
"hsa-mir-197";"inter";"GNAI3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-197/";"0";"29";"3";"0";"20";"1";"0";"19";"1";"0";"26";"3";"0";"14";"1";"0";"9";"1";"0";"7";"1";"0";"13";"1";"0";"22";"2";"0";"28";"1";"0";"17";"1";"0";"23";"1";"0";"18";"1";"0";"57";"3";"0";"29";"1";"0";"8";"1";"0";"36";"2";"0";"24";"1";"0";"23";"1";"0";"36";"2";"0";"34";"2";"0";"17";"1";"0";"28";"2";"0";"26";"2";"0";"9";"1";"0";"24";"1";"0";"15";"1";"0";"28";"3";"0";"23";"1";"0";"20";"2";"0";"26";"2";"0";"18";"1";"0";"22";"1";"0";"24";"1";"0";"38";"3";"0";"27";"1";"0";"10";"1";"0";"26";"2";"0";"26";"2"
"hsa-mir-199a-1";"intra";"DNM2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-199a-1/";"0";"27";"0";"0";"29";"0";"0";"21";"0";"0";"35";"1";"1";"28";"0";"0";"11";"0";"0";"8";"0";"0";"22";"1";"0";"33";"0";"0";"36";"1";"0";"27";"0";"0";"29";"0";"0";"26";"1";"0";"76";"1";"0";"36";"0";"0";"11";"0";"0";"54";"0";"0";"29";"0";"0";"30";"2";"0";"52";"2";"0";"41";"0";"0";"23";"0";"0";"29";"0";"0";"27";"1";"0";"9";"0";"0";"31";"0";"0";"33";"1";"0";"38";"0";"0";"37";"0";"0";"18";"0";"0";"26";"0";"0";"23";"0";"0";"33";"1";"0";"27";"0";"0";"59";"1";"0";"34";"0";"0";"15";"0";"0";"35";"1";"0";"39";"1"
